Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0895,North West,Cow,82,30.6,701.6,2.7,4,7,Healthy,Native Veld,17.97,9.1,52.2,45.0,Yes,Positive,25.8,435,Winter,46.1,83.0,989,Fair,189,Rotational,Partial,Regular,Extensive,Natural mating,Manual,1.287,74.1,174.2,120.0,8.05,128.05,3585.4,185.96,636.3,822.26,900.0,4407.66,3507.66,7.47,No,No,Yes,No,1,120.0,8.05,128.05,185.96,636.3,900.0,4407.66,3507.66,7.47,104.327,8.05,112.377,173.529,636.3,928.126,3956.385,3028.259,1.287,6.446,15.673,479.401,13.67
BSM-0896,Limpopo,Heifer,7,34.0,84.2,4.0,6,0,Recovered,Mixed,1.79,10.1,57.0,7.6,Yes,Positive,31.0,652,Autumn,46.8,92.5,617,Fair,171,Rotational,Up to date,Occasional,Extensive,Natural mating,Digital,0.41,,172.3,41.53,0.85,42.38,1186.64,261.69,70.35,332.04,900.0,1518.68,618.68,4.13,Yes,No,No,No,1,41.53,0.85,42.38,261.69,70.35,900.0,1518.68,618.68,4.13,37.042,0.85,37.892,261.69,64.03,900.0,1386.696,486.696,0.4489,2.97,4.488,131.984,21.33
BSM-0897,Limpopo,Heifer,9,29.6,106.7,3.2,3,0,Mild Illness,Native Veld,2.49,12.5,51.1,9.4,Yes,Negative,31.7,430,Autumn,64.9,95.6,806,Poor,263,Strip,Not vaccinated,Regular,Extensive,Both,Manual,0.843,,175.3,64.69,1.41,66.1,1850.8,172.73,121.11,293.84,524.45,2144.64,1620.19,5.27,Yes,No,No,Yes,2,64.69,1.41,66.1,172.73,121.11,524.45,2144.64,1620.19,5.27,57.269,1.41,58.679,38.17,106.989,545.198,1788.171,1242.973,0.9192,3.705,7.421,377.217,23.28
BSM-0898,Free State,Cow,105,39.9,859.0,3.1,6,6,Mild Illness,Improved Pasture,15.99,14.7,58.7,67.6,Yes,Positive,14.2,487,Spring,53.7,62.9,1796,Fair,260,Continuous,Up to date,Regular,Semi-intensive,Both,,1.252,72.8,188.2,120.0,15.0,135.0,3780.0,386.91,914.62,1301.53,729.21,5081.53,4352.32,9.52,No,Yes,No,No,1,120.0,15.0,135.0,386.91,914.62,729.21,5081.53,4352.32,9.52,96.115,15.0,111.115,386.91,780.823,729.21,4278.953,3549.743,1.257,7.737,23.885,802.577,18.44
BSM-0899,Limpopo,Cow,35,34.1,329.0,4.1,7,3,Healthy,Native Veld,6.61,13.8,54.1,36.9,Yes,Negative,31.7,451,Autumn,55.9,94.6,386,Good,280,Continuous,Up to date,Regular,Intensive,Natural mating,Digital,1.29,72.0,209.6,120.0,15.0,135.0,3780.0,334.08,354.94,689.02,900.0,4469.02,3569.02,7.58,Yes,No,No,No,1,120.0,15.0,135.0,334.08,354.94,900.0,4469.02,3569.02,7.58,106.923,15.0,121.923,334.08,313.025,900.0,4060.949,3160.949,1.3751,6.298,13.077,408.071,11.43
BSM-0900,Limpopo,Heifer,17,40.7,190.3,3.2,3,0,Healthy,Improved Pasture,4.35,12.0,62.4,13.4,Yes,Positive,30.3,471,Spring,59.6,92.5,617,Fair,65,Rotational,Up to date,Regular,Extensive,Both,Manual,0.866,,190.0,90.44,1.35,91.79,2570.12,336.05,203.12,539.17,900.0,3109.29,2209.29,6.99,Yes,No,Yes,No,2,90.44,1.35,91.79,336.05,203.12,900.0,3109.29,2209.29,6.99,64.7,1.35,66.05,317.204,182.539,918.296,2349.143,1430.847,0.9276,4.226,25.74,778.443,35.23
BSM-0901,Limpopo,Cow,101,34.5,923.5,3.0,7,1,Healthy,Improved Pasture,17.42,10.3,65.2,74.9,No,Neutral,24.7,420,Winter,68.4,83.3,632,Fair,292,Rotational,Not vaccinated,Occasional,Extensive,Natural mating,,0.327,66.9,191.5,120.0,6.88,126.88,3552.64,327.76,698.17,1025.93,900.0,4578.57,3678.57,30.82,Yes,No,Yes,No,2,120.0,6.88,126.88,327.76,698.17,900.0,4578.57,3678.57,30.82,94.359,6.88,101.239,310.306,624.679,941.93,3769.677,2827.747,0.3471,22.32,25.641,850.823,23.13
BSM-0902,Limpopo,Bull,57,30.3,573.2,4.5,7,0,Healthy,Improved Pasture,15.15,10.3,61.7,61.0,Yes,Positive,26.3,415,Summer,34.5,82.8,659,Fair,94,Rotational,Up to date,Regular,Extensive,AI,Manual,0.416,,184.4,120.0,6.18,126.18,3533.04,327.78,607.19,934.97,900.0,4468.01,3568.01,23.5,Yes,Yes,No,No,2,120.0,6.18,126.18,327.78,607.19,900.0,4468.01,3568.01,23.5,84.605,6.18,90.785,327.78,451.065,900.0,3320.825,2420.825,0.4359,15.215,35.395,1147.185,32.15
BSM-0903,Limpopo,Heifer,13,34.5,145.1,2.3,8,0,Mild Illness,Native Veld,3.65,14.9,59.6,9.0,Yes,Neutral,24.4,415,Autumn,68.8,82.8,540,Good,215,Continuous,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.945,,177.5,97.64,4.47,102.11,2859.08,213.36,211.62,424.98,900.0,3284.06,2384.06,6.91,Yes,No,Yes,No,2,97.64,4.47,102.11,213.36,211.62,900.0,3284.06,2384.06,6.91,74.582,4.47,79.052,195.425,193.595,919.052,2602.476,1683.424,0.994,4.64,23.058,700.636,29.39
BSM-0904,North West,Bull,98,34.7,748.6,4.0,5,0,Healthy,Improved Pasture,20.54,7.4,58.5,75.1,No,Negative,19.8,577,Summer,58.2,73.5,1182,Fair,42,Continuous,Up to date,Regular,Extensive,Natural mating,,0.436,,212.4,120.0,8.86,128.86,3608.08,333.94,591.43,925.37,900.0,4533.45,3633.45,22.83,No,Yes,No,No,1,120.0,8.86,128.86,333.94,591.43,900.0,4533.45,3633.45,22.83,92.362,8.86,101.222,333.94,496.544,900.0,3664.7,2764.7,0.4351,17.409,27.638,868.75,23.91
BSM-0905,North West,Heifer,22,33.1,187.7,2.7,8,0,Healthy,Native Veld,4.68,15.9,68.5,20.5,Yes,Negative,18.8,450,Spring,63.5,72.2,1291,Fair,106,Rotational,Up to date,Regular,Intensive,AI,Digital,0.464,,208.6,120.0,15.0,135.0,3780.0,271.0,289.55,560.55,538.74,4340.55,3801.81,22.45,No,No,No,No,0,120.0,15.0,135.0,271.0,289.55,538.74,4340.55,3801.81,22.45,120.0,15.0,135.0,271.0,289.55,538.74,4340.55,3801.81,0.464,22.448,0.0,0.0,0.0
BSM-0906,Free State,Cow,72,33.9,495.1,2.0,6,1,Healthy,Native Veld,13.57,13.0,54.8,57.4,No,Negative,15.8,526,Winter,46.4,65.1,1324,Fair,140,Strip,Up to date,Regular,Extensive,Natural mating,Digital,1.149,56.8,241.1,120.0,5.47,125.47,3513.16,147.3,686.43,833.73,900.0,4346.89,3446.89,8.22,No,Yes,Yes,No,2,120.0,5.47,125.47,147.3,686.43,900.0,4346.89,3446.89,8.22,79.23,5.47,84.7,134.365,583.368,934.098,3089.333,2155.235,1.137,5.193,40.77,1291.655,37.47
BSM-0907,Free State,Steer,19,34.3,190.6,2.5,6,0,Healthy,Native Veld,4.49,13.1,66.2,21.5,No,Positive,17.7,494,Autumn,50.5,68.9,1205,Poor,168,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.126,,205.3,119.75,1.62,121.37,3398.36,155.58,228.87,384.45,900.0,3782.81,2882.81,7.01,No,No,No,No,0,119.75,1.62,121.37,155.58,228.87,900.0,3782.81,2882.81,7.01,119.75,1.62,121.37,155.58,228.87,900.0,3782.81,2882.81,1.126,7.014,0.0,0.0,0.0
BSM-0908,Limpopo,Cow,80,29.0,827.6,3.8,5,4,Healthy,Crop Residue,19.86,7.3,66.7,65.5,Yes,Neutral,26.3,631,Summer,41.6,83.5,372,Good,169,Continuous,Up to date,Regular,Intensive,Natural mating,Manual,1.227,62.4,177.5,120.0,15.0,135.0,3780.0,431.33,564.13,995.46,900.0,4775.46,3875.46,8.65,No,No,No,No,0,120.0,15.0,135.0,431.33,564.13,900.0,4775.46,3875.46,8.65,120.0,15.0,135.0,431.33,564.13,900.0,4775.46,3875.46,1.227,8.653,0.0,0.0,0.0
BSM-0909,Limpopo,Cow,118,28.8,909.4,4.1,8,2,Healthy,Improved Pasture,25.25,12.4,59.2,86.6,Yes,Positive,25.1,612,Spring,79.0,85.1,501,Good,84,Rotational,Up to date,Occasional,Intensive,Natural mating,Digital,0.416,54.4,167.4,120.0,15.0,135.0,3780.0,415.89,1218.31,1634.2,900.0,5414.2,4514.2,29.73,Yes,No,No,No,1,120.0,15.0,135.0,415.89,1218.31,900.0,5414.2,4514.2,29.73,99.101,15.0,114.101,415.89,1110.101,900.0,4720.819,3820.819,0.4545,23.032,20.899,693.381,15.36
BSM-0910,North West,Bull,116,29.6,1035.8,2.1,6,0,Healthy,Improved Pasture,25.3,11.4,56.5,67.0,Yes,Neutral,24.6,412,Summer,54.9,81.8,1094,Fair,179,Continuous,Partial,,Semi-intensive,AI,Digital,0.518,,213.8,120.0,15.0,135.0,3780.0,398.22,1122.27,1520.49,900.0,5300.49,4400.49,23.27,No,Yes,No,No,1,120.0,15.0,135.0,398.22,1122.27,900.0,5300.49,4400.49,23.27,96.093,15.0,111.093,398.22,921.481,900.0,4430.305,3530.305,0.5032,19.221,23.907,870.185,19.77
BSM-0911,North West,Cow,49,32.4,369.1,2.1,8,0,Healthy,Crop Residue,6.76,8.0,60.4,27.9,Yes,Positive,21.3,591,Autumn,79.8,78.3,1309,Poor,101,Continuous,Up to date,Regular,Extensive,Natural mating,Manual,1.216,66.1,169.6,120.0,1.7,121.7,3407.6,240.7,210.43,451.13,900.0,3858.73,2958.73,6.67,No,No,No,Yes,1,120.0,1.7,121.7,240.7,210.43,900.0,3858.73,2958.73,6.67,120.0,1.7,121.7,34.993,210.43,915.151,3653.023,2737.872,1.216,6.169,0.0,220.858,7.46
BSM-0912,Limpopo,Steer,20,31.3,197.1,4.7,5,0,Healthy,Improved Pasture,4.97,9.5,52.1,12.9,Yes,Negative,31.8,588,Summer,54.5,94.7,899,Good,26,Rotational,Up to date,Occasional,Semi-intensive,Both,,1.093,,210.2,109.74,5.26,115.0,3220.0,376.59,183.72,560.31,900.0,3780.31,2880.31,7.22,Yes,No,Yes,No,2,109.74,5.26,115.0,376.59,183.72,900.0,3780.31,2880.31,7.22,80.399,5.26,85.659,346.401,162.213,944.126,2907.066,1962.94,1.2011,4.477,29.341,917.37,31.85
BSM-0913,North West,Steer,21,29.1,236.8,2.2,3,0,Healthy,Improved Pasture,6.41,15.0,51.0,18.7,Yes,Negative,19.1,408,Winter,41.0,70.5,1304,Good,201,Rotational,Up to date,,Extensive,Natural mating,Manual,1.187,,171.0,120.0,3.16,123.16,3448.48,351.96,374.13,726.09,900.0,4174.57,3274.57,7.56,No,No,No,Yes,1,120.0,3.16,123.16,351.96,374.13,900.0,4174.57,3274.57,7.56,120.0,3.16,123.16,79.52,374.13,924.791,3902.13,2977.339,1.187,6.872,0.0,297.231,9.08
BSM-0914,North West,Cow,109,34.3,1018.5,4.7,7,0,Healthy,Native Veld,26.44,11.9,52.5,114.6,No,Positive,18.4,359,Autumn,55.4,70.7,1104,Poor,33,Strip,Up to date,Regular,Extensive,Natural mating,,1.389,64.6,198.7,120.0,11.48,131.48,3681.44,159.81,1224.28,1384.09,670.95,5065.53,4394.58,8.67,No,No,No,No,0,120.0,11.48,131.48,159.81,1224.28,670.95,5065.53,4394.58,8.67,120.0,11.48,131.48,159.81,1224.28,670.95,5065.53,4394.58,1.389,8.668,0.0,0.0,0.0
BSM-0915,North West,Cow,61,32.8,377.1,2.7,7,1,Healthy,Native Veld,8.99,10.7,54.1,30.5,Yes,Positive,20.1,438,Spring,32.0,71.4,1207,Poor,202,Rotational,Up to date,Occasional,Extensive,Natural mating,,1.251,64.0,163.5,120.0,3.87,123.87,3468.36,164.42,374.3,538.72,823.06,4007.08,3184.02,6.97,No,No,No,No,0,120.0,3.87,123.87,164.42,374.3,823.06,4007.08,3184.02,6.97,120.0,3.87,123.87,164.42,374.3,823.06,4007.08,3184.02,1.251,6.973,0.0,0.0,0.0
BSM-0916,North West,Heifer,10,32.5,121.1,4.2,8,0,Healthy,Improved Pasture,2.99,7.7,61.1,11.3,Yes,Positive,20.9,473,Autumn,75.2,77.1,1038,Poor,63,Rotational,Up to date,Occasional,Extensive,AI,Manual,0.873,,209.5,66.06,2.21,68.27,1911.56,308.76,89.58,398.34,900.0,2309.9,1409.9,4.42,No,No,No,No,0,66.06,2.21,68.27,308.76,89.58,900.0,2309.9,1409.9,4.42,66.06,2.21,68.27,308.76,89.58,900.0,2309.9,1409.9,0.873,4.425,0.0,0.0,0.0
BSM-0917,Limpopo,Steer,15,31.2,165.1,2.9,6,0,Healthy,Improved Pasture,4.61,13.4,68.7,14.2,Yes,Neutral,24.1,660,Spring,70.9,82.5,768,Good,193,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.642,,159.2,101.24,5.56,106.8,2990.4,410.65,240.37,651.02,900.0,3641.42,2741.42,11.7,Yes,No,No,No,1,101.24,5.56,106.8,410.65,240.37,900.0,3641.42,2741.42,11.7,87.797,5.56,93.357,410.65,211.674,900.0,3236.32,2336.32,0.6863,9.327,13.443,405.1,14.78
BSM-0918,Free State,Cow,111,30.9,947.8,4.6,8,6,Healthy,Crop Residue,17.92,13.3,55.2,83.0,Yes,Positive,22.1,310,Spring,66.3,78.4,1215,Poor,33,Continuous,Up to date,Regular,Extensive,Natural mating,Manual,0.927,58.7,196.8,120.0,6.81,126.81,3550.68,238.56,927.39,1165.95,900.0,4716.63,3816.63,11.28,No,No,No,No,0,120.0,6.81,126.81,238.56,927.39,900.0,4716.63,3816.63,11.28,120.0,6.81,126.81,238.56,927.39,900.0,4716.63,3816.63,0.927,11.28,0.0,0.0,0.0
BSM-0919,Free State,Cow,73,29.5,686.6,4.1,8,5,Healthy,Mixed,16.94,12.5,70.6,81.1,Yes,Negative,19.7,433,Autumn,60.5,73.5,1232,Fair,92,Strip,Up to date,Occasional,Intensive,Natural mating,Digital,1.002,55.6,185.1,120.0,15.0,135.0,3780.0,365.51,823.94,1189.45,900.0,4969.45,4069.45,11.13,No,No,No,No,0,120.0,15.0,135.0,365.51,823.94,900.0,4969.45,4069.45,11.13,120.0,15.0,135.0,365.51,823.94,900.0,4969.45,4069.45,1.002,11.127,0.0,0.0,0.0
BSM-0920,Limpopo,Cow,31,34.8,244.0,3.2,4,2,Recovered,Native Veld,5.08,11.6,71.0,19.0,Yes,Neutral,22.0,684,Spring,59.0,77.5,870,Fair,242,Rotational,Not vaccinated,Regular,Extensive,Both,Manual,0.669,78.5,192.5,120.0,2.18,122.18,3421.04,160.74,229.3,390.04,900.0,3811.08,2911.08,11.92,Yes,No,No,No,1,120.0,2.18,122.18,160.74,229.3,900.0,3811.08,2911.08,11.92,103.934,2.18,106.114,160.74,205.583,900.0,3337.515,2437.515,0.7162,9.324,16.066,473.565,16.27
BSM-0921,Free State,Heifer,20,29.9,191.8,2.2,7,0,Healthy,Native Veld,4.68,10.9,71.1,18.7,Yes,Neutral,20.8,478,Autumn,79.8,77.4,1387,Good,21,Continuous,Not vaccinated,Occasional,Extensive,Natural mating,Manual,1.148,,180.1,120.0,2.79,122.79,3438.12,154.82,198.49,353.31,900.0,3791.43,2891.43,6.9,No,No,No,No,0,120.0,2.79,122.79,154.82,198.49,900.0,3791.43,2891.43,6.9,120.0,2.79,122.79,154.82,198.49,900.0,3791.43,2891.43,1.148,6.9,0.0,0.0,0.0
BSM-0922,North West,Bull,29,32.6,312.9,4.2,5,0,Mild Illness,Improved Pasture,7.53,12.3,68.4,26.7,No,Neutral,21.7,366,Winter,43.9,75.4,1105,Fair,229,Rotational,Partial,Regular,Semi-intensive,Both,Manual,0.402,,179.5,120.0,9.82,129.82,3634.96,370.13,360.39,730.52,900.0,4365.48,3465.48,23.62,No,Yes,No,No,1,120.0,9.82,129.82,370.13,360.39,900.0,4365.48,3465.48,23.62,93.455,9.82,103.275,370.13,323.25,900.0,3585.08,2685.08,0.4074,18.057,26.545,780.4,22.52
BSM-0923,Free State,Heifer,12,37.0,151.4,3.9,8,0,Healthy,Native Veld,2.96,9.1,58.0,9.6,Yes,Positive,23.9,487,Winter,69.0,81.9,1657,Good,280,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,1.157,,193.9,78.36,3.28,81.64,2285.92,237.58,104.81,342.39,900.0,2628.31,1728.31,4.09,No,No,No,No,0,78.36,3.28,81.64,237.58,104.81,900.0,2628.31,1728.31,4.09,78.36,3.28,81.64,237.58,104.81,900.0,2628.31,1728.31,1.157,4.093,0.0,0.0,0.0
BSM-0924,Free State,Cow,67,31.0,622.1,2.0,4,7,Recovered,Native Veld,12.48,15.5,51.6,55.6,Yes,Negative,19.4,317,Summer,59.1,72.8,1250,Good,109,Strip,Up to date,Regular,Intensive,Natural mating,Manual,0.335,68.6,164.9,120.0,15.0,135.0,3780.0,324.7,752.7,1077.4,900.0,4857.4,3957.4,32.36,No,No,Yes,No,1,120.0,15.0,135.0,324.7,752.7,900.0,4857.4,3957.4,32.36,107.848,15.0,122.848,292.564,752.7,943.366,4485.008,3541.642,0.335,28.965,12.152,415.758,10.51
BSM-0925,North West,Heifer,22,34.9,181.8,2.0,4,0,Healthy,Mixed,4.4,12.3,62.5,19.8,Yes,Neutral,20.4,372,Winter,78.8,76.6,963,Fair,271,Strip,Partial,Regular,Semi-intensive,Natural mating,Manual,0.848,,164.8,102.33,5.22,107.55,3011.4,346.23,210.59,556.82,900.0,3568.22,2668.22,8.62,No,No,No,No,0,102.33,5.22,107.55,346.23,210.59,900.0,3568.22,2668.22,8.62,102.33,5.22,107.55,346.23,210.59,900.0,3568.22,2668.22,0.848,8.621,0.0,0.0,0.0
BSM-0926,Limpopo,Bull,52,33.7,368.5,4.4,7,0,Mild Illness,Native Veld,7.11,9.8,62.3,24.3,Yes,Negative,23.5,478,Spring,71.4,81.4,339,Good,66,Continuous,Up to date,Occasional,Extensive,Natural mating,Manual,1.248,,181.0,120.0,2.81,122.81,3438.68,193.99,271.12,465.11,900.0,3903.79,3003.79,6.59,Yes,Yes,No,Yes,3,120.0,2.81,122.81,193.99,271.12,900.0,3903.79,3003.79,6.59,86.443,2.81,89.253,66.833,205.994,915.314,2771.911,1856.597,1.2795,3.975,33.557,1147.193,38.19
BSM-0927,Limpopo,Cow,51,32.9,449.7,2.8,7,0,Healthy,Mixed,9.29,11.0,68.7,28.9,Yes,Neutral,26.0,413,Summer,79.9,86.8,752,Good,182,Rotational,Up to date,Regular,Intensive,AI,Digital,0.395,52.8,180.1,120.0,15.0,135.0,3780.0,413.89,397.63,811.52,900.0,4591.52,3691.52,25.6,Yes,No,No,No,1,120.0,15.0,135.0,413.89,397.63,900.0,4591.52,3691.52,25.6,102.42,15.0,117.42,413.89,353.464,900.0,4055.114,3155.114,0.4227,20.45,17.58,536.406,14.53
BSM-0928,North West,Cow,34,33.3,314.5,3.9,7,4,Healthy,Crop Residue,8.29,14.3,71.9,21.8,No,Neutral,25.7,553,Summer,59.4,84.2,1348,Good,135,Rotational,Up to date,,Intensive,Both,Manual,0.87,80.6,164.9,120.0,15.0,135.0,3780.0,404.59,461.28,865.87,900.0,4645.87,3745.87,11.8,No,No,No,No,0,120.0,15.0,135.0,404.59,461.28,900.0,4645.87,3745.87,11.8,120.0,15.0,135.0,404.59,461.28,900.0,4645.87,3745.87,0.87,11.796,0.0,0.0,0.0
BSM-0929,North West,Heifer,16,31.7,157.3,3.4,5,0,Recovered,Crop Residue,3.35,8.5,61.2,16.7,No,Positive,25.6,358,Autumn,40.2,82.1,1166,Fair,98,Continuous,Up to date,Regular,Extensive,Natural mating,,0.475,,213.1,84.96,1.21,86.17,2412.76,228.53,110.8,339.33,900.0,2752.09,1852.09,10.68,No,No,No,No,0,84.96,1.21,86.17,228.53,110.8,900.0,2752.09,1852.09,10.68,84.96,1.21,86.17,228.53,110.8,900.0,2752.09,1852.09,0.475,10.683,0.0,0.0,0.0
BSM-0930,Limpopo,Bull,42,32.1,317.4,4.6,4,0,Healthy,Native Veld,7.26,9.6,57.6,32.8,Yes,Neutral,23.0,409,Summer,55.2,78.9,423,Good,27,Rotational,Partial,Occasional,Semi-intensive,Natural mating,,1.284,,181.6,120.0,9.18,129.18,3617.04,237.2,271.19,508.39,900.0,4125.43,3225.43,6.88,Yes,Yes,No,Yes,3,120.0,9.18,129.18,237.2,271.19,900.0,4125.43,3225.43,6.88,80.787,9.18,89.967,52.792,197.03,918.654,2768.898,1850.244,1.4096,3.596,39.213,1375.186,42.64
BSM-0931,Limpopo,Cow,32,30.4,307.4,4.8,6,5,Healthy,Native Veld,8.43,13.1,54.1,28.9,Yes,Neutral,29.9,446,Autumn,65.6,92.4,579,Fair,42,Rotational,Partial,,Semi-intensive,Natural mating,Digital,1.216,72.0,184.3,120.0,9.62,129.62,3629.36,185.01,429.71,614.72,900.0,4244.08,3344.08,7.53,Yes,No,No,No,1,120.0,9.62,129.62,185.01,429.71,900.0,4244.08,3344.08,7.53,102.915,9.62,112.535,185.01,393.982,900.0,3729.972,2829.972,1.2963,5.981,17.085,514.108,15.37
BSM-0932,Free State,Cow,50,32.1,440.4,5.0,5,7,Recovered,Improved Pasture,8.93,9.8,50.1,38.8,Yes,Neutral,14.2,436,Summer,68.7,64.4,1314,Fair,288,Continuous,Partial,Regular,Extensive,Natural mating,Manual,1.327,57.1,156.8,120.0,3.64,123.64,3461.92,345.18,340.53,685.71,900.0,4147.63,3247.63,6.71,No,No,No,No,0,120.0,3.64,123.64,345.18,340.53,900.0,4147.63,3247.63,6.71,120.0,3.64,123.64,345.18,340.53,900.0,4147.63,3247.63,1.327,6.705,0.0,0.0,0.0
BSM-0933,Free State,Cow,57,30.2,511.0,2.5,3,7,Healthy,Native Veld,11.19,14.1,61.2,57.9,Yes,Neutral,17.4,467,Winter,30.0,66.3,1653,Fair,298,Rotational,Partial,Occasional,Intensive,Natural mating,,1.262,83.2,241.8,120.0,15.0,135.0,3780.0,285.54,613.94,899.48,900.0,4679.48,3779.48,8.21,No,No,Yes,No,1,120.0,15.0,135.0,285.54,613.94,900.0,4679.48,3779.48,8.21,106.747,15.0,121.747,270.157,613.94,932.41,4293.013,3360.603,1.262,7.296,13.253,418.877,11.08
BSM-0934,North West,Heifer,7,35.0,97.2,4.6,8,0,Healthy,Native Veld,2.34,8.2,62.2,10.3,Yes,Positive,27.9,496,Autumn,55.3,87.8,1219,Fair,50,Rotational,Up to date,Regular,Extensive,Both,Digital,1.11,,250.7,61.7,0.1,61.8,1730.4,163.25,74.66,237.91,900.0,1968.31,1068.31,2.64,No,No,No,No,0,61.7,0.1,61.8,163.25,74.66,900.0,1968.31,1068.31,2.64,61.7,0.1,61.8,163.25,74.66,900.0,1968.31,1068.31,1.11,2.637,0.0,0.0,0.0
BSM-0935,Limpopo,Heifer,23,26.9,201.5,2.8,7,0,Healthy,Native Veld,5.15,13.9,68.1,21.9,Yes,Negative,25.8,625,Spring,41.8,82.6,858,Fair,189,Continuous,Up to date,Occasional,Semi-intensive,Natural mating,Digital,0.503,,170.5,120.0,5.99,125.99,3527.72,258.32,278.55,536.87,900.0,4064.59,3164.59,17.24,Yes,No,No,No,1,120.0,5.99,125.99,258.32,278.55,900.0,4064.59,3164.59,17.24,102.131,5.99,108.121,258.32,251.927,900.0,3537.635,2637.635,0.552,13.091,17.869,526.955,16.65
BSM-0936,Limpopo,Heifer,11,33.4,113.3,3.8,4,0,Recovered,Native Veld,3.06,7.6,61.1,12.3,Yes,Negative,23.0,659,Summer,73.7,80.8,404,Good,149,Rotational,Up to date,Regular,Extensive,AI,Digital,0.633,,220.7,79.7,2.53,82.23,2302.44,172.77,90.49,263.26,900.0,2565.7,1665.7,7.21,Yes,No,Yes,No,2,79.7,2.53,82.23,172.77,90.49,900.0,2565.7,1665.7,7.21,61.373,2.53,63.903,162.528,80.599,937.379,2032.411,1095.032,0.6797,4.414,18.327,570.668,34.26
BSM-0937,Limpopo,Cow,38,33.0,400.1,3.5,8,4,Healthy,Native Veld,10.86,7.1,70.2,39.4,Yes,Positive,27.2,483,Winter,37.6,84.7,668,Good,176,Rotational,Up to date,,Extensive,Natural mating,Manual,0.847,50.6,187.7,120.0,4.12,124.12,3475.36,165.5,300.03,465.53,900.0,3940.89,3040.89,9.84,Yes,No,No,No,1,120.0,4.12,124.12,165.5,300.03,900.0,3940.89,3040.89,9.84,97.085,4.12,101.205,165.5,267.81,900.0,3267.05,2367.05,0.9028,7.183,22.915,673.84,22.16
BSM-0938,Free State,Heifer,20,32.7,170.0,2.1,5,0,Healthy,Crop Residue,4.38,15.1,63.8,14.9,No,Negative,23.5,410,Winter,63.3,80.6,1344,Fair,41,Continuous,Up to date,Occasional,Semi-intensive,Natural mating,Manual,0.948,,230.1,109.13,5.27,114.4,3203.2,232.75,257.35,490.1,900.0,3693.3,2793.3,8.07,No,No,No,No,0,109.13,5.27,114.4,232.75,257.35,900.0,3693.3,2793.3,8.07,109.13,5.27,114.4,232.75,257.35,900.0,3693.3,2793.3,0.948,8.073,0.0,0.0,0.0
BSM-0939,Limpopo,Cow,36,35.1,297.8,4.8,3,3,Healthy,Native Veld,6.04,12.2,68.5,33.3,No,Positive,26.7,646,Autumn,43.3,84.4,759,Poor,145,Strip,Up to date,Regular,Extensive,Natural mating,Digital,1.16,71.1,198.4,120.0,2.37,122.37,3426.36,144.23,286.73,430.96,549.98,3857.32,3307.34,7.81,Yes,No,No,No,1,120.0,2.37,122.37,144.23,286.73,549.98,3857.32,3307.34,7.81,98.854,2.37,101.224,144.23,261.05,549.98,3239.552,2689.572,1.2469,5.91,21.146,617.768,18.68
